,label,text
560,Neutral,RT @42Hermy: @Reddclay81 now that were done prasing @Apple 's #iOS5Everyone go subscribe to notsosuperpro! #shamlessselfpromotion
561,Neutral,The battle of voice controlled AI platforms. If they were mobile OS ind - same q's as in IE antitrust case in EU? Vlingo v @google v @apple
562,Neg,WTF?!?! @apple the new iOS 5 doesn't allow you NOT to get push notifications from newstand? and SIRI just keeps yapping FUCK!
563,Pos,Incredible: 4 million iPhone 4Ss in 3 days. 135% better than the iPhone 4 http://t.co/1FMJxTMM @apple #iphone4s
564,Neutral,Does the iPhone4S no longer have that stupid 'network lost' pop up - possibly the most annoying thing ever that you cannot turn off @apple ?
565,Pos,We did an unexpected workshop for the #iPhone4S at @apple yesterday and we got an awesome amount of info #notjustaboutthephone @gamerchik16
566,Neg,Oh just fuck you @apple. Already?? ---&gt;  iPhone 5 on schedule for summer launch? http://t.co/Ofh9PTaG via @BGR
567,Neutral,.RT @edatpost: .@Apple fan Eric Holder spotted at the Genius Store http://t.co/LCTPxHF5
568,Neutral,iPhone 4S: Setup SIRI for your Tweets. http://t.co/uecqHL6k @apple #apple #iphone #siri
569,Neg,Wtf @apple 64 pages for the new terms & conditions when u update ur apps from the iTunes store. Do u really think we'll read em? Really???
570,Neg,What was @apple thinking making #Siri totally dependent on a network connection? Siri + @ATT = utter frustration.
571,Neg,OMG @apple WHY THE FUCK DID YOU DELETE ALL MY MUSIC YOU DICKS
572,Neutral,@SamsungMobileUS @Apple would disagree with you right now.
573,Pos,Mad props to the @apple employee that didn't charge me to replace the back plate on my iPhone! Made my day!
574,Neutral,Tell how Steve Jobs & @Apple changed your life and $5 will be donated to Pancreatic #Cancer Research! @PanCAN @Pan_Act http://t.co/BWzganje
575,Neutral,@Jhoodmartin @rolandsmartin yes salute to Steve Jobs and @apple. I'm tweeting and you are watching on the IPad. Let's go Schaub time to lead
576,Neutral,Dear @apple: Integrated tweeting in ios5 RAWKS. Plz consider adding @ and # lookup like @twitter app. Thx! http://t.co/5uHsTEPz
577,Neutral,If @Apple could put the USB female connector in cars would be #Dope
578,Pos,@apple Cards app notifies me the card I sent has arrived at local post office and should be delivered today... Sunday. Truly is #magic.
579,Neutral,@apple Give Siri back!
580,Pos,Wow. Great deals on refurbed #iPad (first gen) models. RT: Apple offers great deals on refurbished 1st-gen iPads http://t.co/ukWOKBGd @Apple
581,Neutral,The folks at @apple are awesome! So glad I a #mactard
582,Pos,Yessss! I'm lovin the iPhone update especially the slide down bar at top of screen =) good job @Apple.
583,Neutral,@apple store #Towson waiting at Genius bar - huge crowd waiting for #iPhone 4s @michaelmark @nicolelil http://t.co/x92sweCh
584,Neutral,@cnbcfastmomey what price should I sell @apple for
585,Pos,#Siri now knows who my dad mom brother and girlfriend is.  Thanks @apple
586,Neg,Damn you @apple for breaking wififofum! It continued to work in ios 4. Was one of my most used apps. Damn Apple's overbearing policies!
587,Neutral,Hey @twitter and @apple this is pretty dumb. http://t.co/kubkPO0T
588,Neutral,Video: SIRI also gets angry. http://t.co/Xx1chZbN  @chrisvoss @apple #apple #siri #iphone4S #Ai
589,Neutral,@twalve too busy having slappy hissy-fits with Samsung? @Apple
590,Neg,@PrJusto Don't question the @Apple they will remember your dissent!
591,Neutral,is it just me or do other people miss the iPod symbol on the iPhone? I had the first iPod it's what I relate to @apple #ios5 #nostalgia
592,Neutral,@Apple Stores to close for one hour on October 19 to watch #SteveJobs #memorial http://t.co/fbjqb5RA via @9to5mac #tech #porchista
593,Neg,Every time I try the voice control on my iPod Touch to send an iMessage it starts playing Who Knew by Pink.  Still not Flawless @Apple
594,Neutral,@apple #readyfor5.0.1 http://t.co/M2FqakYr
595,Neutral,@apple @appstore @mac @iOs @Ipad @siri Will siri be available for iPad 2?
596,Pos,RT @SawyerHartman: I FU*KING LOVE YOU @APPLE this phone is the best thing ever !! SIRI = BEST THING EVER MADE
597,Neutral,RT @petapixel: iPhone 4S vs Canon 5D Mark II - A side-by-side comparison of 1080p HD video: http://t.co/qMyMIV7z &lt;&lt;@apple Wow!!
598,Neg,@apple domain fail. Open 2 hrs late for walk in ppl. Store was empty and i only need a skin 4 my screen. You represent customer service FAIL
599,Pos,.@apple you got me. I'm now invested. MacBook Pro next year. Time to get on selling more of my #android gear
600,Pos,So yeah... @apple #iOS5 #readinglists have changed my life. #nowicanspendevenmoretimeonmyphone.
601,Neg,Wow worst @apple customer service experience ever. Arrogant and inept. Bad combo Biltmore Apple store.
602,Neutral,@Apple needs to take down the Steve Jobs tribute and get back to promoting the brand - put the Cloud on the front page and start explaining
603,Neutral,3 principal global players will be active in every market...@Amazon @Apple & @Kobo. #fbf11 #publaunch @MikeShatzkin http://t.co/1ndxcMO1
604,Neutral,YESSS @apple fix it also slow internet RT @SprintFeed: iPhone 4S owners are you having trouble with Siri connecting to internet?
605,Neutral,Cat accusing tiger for roaring  #Samsung on @Apple
606,Neutral,#Win an @Apple iPod Touch from @Mommy_gaga get the @Pampers Hello World Baby Memories App! http://t.co/YUydxo1t #PampersHelloApps
607,Neutral,Loving these names. @Google Chases @Apple With Ice Cream Sandwich - http://t.co/u3LchmGD #mobile
608,Pos,@Blackberry & @Facebook U R really about to make me throw this @Blackberry in the trash an get an @Apple iPhone! @Facebook upload issues!
609,Neg,Disappointing visual merchandising @apple. Simple but lacks elegance. And sequence doesn't even tell us about #Siri. http://t.co/XV2q3gfi
610,Neg,@apple Wish I could pick month day and YEAR when setting a new calendar item on my iPhone. Why hasn't the new iOS fixed this yet?!
611,Neutral,Why didn't @apple provide 5GB per device for cloud backup?  Why just 5GB per account?  Silly.
612,Neg,@CBM: Lies @apple. the battery on this new iPhone4S is definitely not any better. &lt;&lt; check Settings: 8 times more App usage in iOS 5
613,Neg,THiS IS WHAT WiLL KiLL APPLE http://t.co/72Jw4z5c RiP @APPLE
614,Neg,@apple why is my iPhone battery so crappy #fail
615,Pos,Well @apple fixed my #ios5 battery drain problem with a replacement iPhone 4 -- it's working like a champ now
616,Neutral,Ya hoo! @Apple sells 4 million iPhone 4S in 3 days http://t.co/rvdjSMMi (via @news360app) $AAPL
617,Neutral,@Apple's #Siri is great but #Google #Android always had that functionality youtu.be/gGbYVvU0Z5s #justsaying
618,Pos,@apple the iPhone 4s is great #genius
619,Neg,@apple  why don't you guys test your upgrades before you put them out. 15 1/2 hrs u guys wasted of my time yesterday. Thanks.
620,Pos,@DailyDealChat @apple Thanks!!
621,Pos,Come to the dark side @gretcheneclark: Hey @apple if you send me a free iPhone I will publicly and ceremoniously burn my #BlackBerry.
622,Neutral,dear @apple please invent FaceTime Voicemails. sincerely haendel balzora jr. #apple
623,Neg,Apparently fuzzball crashes on #iOS5. Congratulations @apple on another incompatible upgrade
624,Neg,@Wisconsin_Mommy @apple that's terrible!  I hope you get an apology!
625,Neg,RT @JoelBurns: Dear @Apple it's me again. Thank for beautiful new iOS features. But I miss some of the old ones. Lk making calls & texts&gt;(
626,Neg,I hate my @apple computer.  Thats 3500 dollars down the drain.
627,Neutral,He asked Siri where's the hoes at & she told him where the nearest escorts were I love @apple
628,Neutral,Why doesn't the Genius have songs for Watch the Throne yet? HUH? @APPLE ?????
629,Neutral,@apple is profiting a min of $400 per 4s.  They sold 4 million this weekend. That's another 1.6 Billion to Apples coffers! #worldRecession?
630,Neutral,Go big or go home @Apple users - here are some apps that make your #4s iPhone s-s-super http://t.co/t74BQyim via @mashable - MS
631,Pos,Laundering Ari's iPhone not my finest moment. But after drying in bag of (organic :-) rice for 4 days it booted up!!!!!!!!!!! @apple
632,Neutral,Talking @Apple keynotes over lunch with @yuvalariav. Challenged him to check something out ;-)
633,Pos,you are so blessed. @apple
634,Neg,Dear @Apple I don't want the newsstand icon on my screen. #notcool
635,Pos,RT @imightbewrong: I'm OVER people bitching about the #iPhone4S... I think it's the smartest phone I've ever had and I'm very happy.   : ...
636,Neg,@apple just now seeing none of my Microsoft Office programs work anymore after Lion upgrade. Why??
637,Neutral,@apple should make Siri avalible for all devices not exclusive to the iPhone 4S
638,Neg,@Apple can suck my dick gotta restore my ipad #annoyed
639,Neutral,Hello again iPhone 4!!! Thank you @apple! Although this should have never broken in the first place! #tsk
640,Neutral,Iphone: Watch Siri &quot;Work&quot; On the Old iPhone 4 - @Gizmodo http://t.co/dGPWL0r0 @apple allow commands from iPhone 4. Stop playin!
641,Pos,The #iphone4s is  amazing. Siri's voice recognition is absolutely a step above previous attempts. Bravo @apple
642,Neutral,You know you've gone @Apple overboard when you misread a @Yelp review as iPad Thai. #fb
643,Neutral,@moLifer26 @apple When we find people standing in the middle of blood-soaked rooms saying Siri told me to? #noreallyihearvoices
644,Neutral,Lol @Apple support playing Mary J Blige during the wait time.
645,Pos,Thank you @apple. My new gf(iphone4s) is great!  She does everything!
646,Neutral,U know the @apple company are giving out 500 iPads because Steve jobs past away
647,Neg,any chance @apple will release good headphones that dont blast music outside the ears? #iphone #ipod its quite obnoxious
648,Neg,What happened? RT @xCuntNuggetx: Never purchasing another item from @apple.
649,Neutral,RT @iancollinsuk: Apple have just announced they sold 4 million phones this weekend. Incredible. That recession continues to bite @Apple
650,Neutral,I just told my @apple 4S she was a stupid bitch and her reply was if you insist #lol
651,Neutral,#Win an @Apple iPod Touch from @Mommy_gaga get the @Pampers Hello World Baby Memories App! http://t.co/eYLm3pav #PampersHelloApps
652,Neg,removing all @apple shit.
653,Pos,I'm a current @Blackberry user little bit disappointed with it! Should I move to @Android or @Apple @iphone
654,Neutral,I wonder If the person who has @apple is holding out for apple to buy it from them
655,Neg,@jane73 @Gazmaz hopefully it's a small bug @Apple must be fixing it. RIGHT  APPLE }:0( #itjustworks
656,Neg,Pissed with whoever designs keyboards with @apple for not having a home and end key.  working on the CLI i use those keys often
657,Neg,Lies @apple. the battery on this new iPhone4S is definitely not any better.
658,Neutral,Thanks @Apple. Now even more people on the bus are talking to inanimate objects. Harder than ever to tell who's crazy and who's hip.
659,Neg,If @apple doesn't fix iOS5 this week I'm buying a droid #emptythreats
660,Neutral,@RealEstateGuyWI All about yesterday's @Apple upgrade. Helpful but maddening
661,Neg,@apple So I went to the 5th Ave store and was told I could wait about 4 hours to get a 4S. Needless to say I'm back at the hotel relaxing.
662,Neutral,iSteps @apple store bologna http://t.co/WjjBq7Ae
663,Pos,Loving my new #iPhone4S thanks @apple for #ios5
664,Neutral,RT @ajrogers Purdie Rogers tribute to #SteveJobs and @apple. We spray painted the Macintosh Plus w.. http://t.co/oMXjhZh0
665,Neutral,@Mommy_gaga  #Win an @Apple iPod Touch @Mommy_gaga get the @Pampers Hello World Baby Memories App! http://t.co/qEATNMpI #PampersHelloApps
666,Neutral,no kidding @thejabberwockey: Also @EricGreenspan don't forget @Apple stop closing the app store after each bloody purchase...
667,Neg,@rogerweir no but I have the option of a  replacement iPhone 4s ?Not sure if I want one after having 2 duff iPhones.@O2 @iphone4s @apple
668,Neg,Siri is having a hard time remembering who my sister is. contact card needs space for family info. #iPhone4S @apple
669,Neutral,Whoa! Line at @apple store in Glendale for iPhone 4S  http://t.co/yZlpogXB
670,Neg,@Apple Siri is down!
671,Neutral,@Apple please put the Tab button back in Pages for iPad. That hold my finger down wait for the insert tab then touch that for the tab. SMH
672,Neutral,iOS 5 for iPhone and iPad is Here: Apple's Best Release Yet?  http://t.co/iLYGZ5Ox #ios5 #ios @apple #ipad #tablet
673,Pos,Been off twitter for a few days as I smashed my iPhone but @apple were very nice and gave me a new one :)
674,Neutral,Good or Bad results for @Apple ? Depends on who you ask apparently http://t.co/yDH8ffxE
675,Pos,@alexlindsay My wife upgraded her iPhone 4. I think Siri alone is worth the upgrade. Looking forward to @Apple continuing to enhance Siri.
676,Neutral,RT @iancollinsuk: Apple have just announced they sold 4 million phones this weekend. Incredible. That recession continues to bite @apple ...
677,Pos,@Twitter CEO points to @Apple as 'corporate mentor' as @iOS signups triple http://t.co/GCY8iphN
678,Neutral,iPhone 4S 8MP camera : Its a SONY. http://t.co/6uYIZeAK @sony @apple #apple #iphone4S #cameras
679,Neg,Thanks to @Apple my new iMac is a brick. I cannot re-install Lion and I cannot purchase it because it was installed by the former owner.
680,Pos,@apple your simply the best.
681,Neutral,POLL: http://t.co/tZBleGaQ Q:Should @Microsoft consider making its own hardware for #Windows like @Apple does? #Microsoft #Windows #Appl ...
682,Pos,loving new technology from @apple iPhone 4s mac air and iCloud are unreal #technology
683,Neutral,@Apple Would much rather get outta this having a ( see pic ) and have fun with this  Have your friends choose music http://t.co/7IiHbr4J
684,Neutral,POLL: http://t.co/Wu6EsvT5 Q:Should @Microsoft consider making its own hardware for #Windows like @Apple does? #Microsoft #Windows #Appl ...
685,Neg,i update to ios 5 and lose everything on my phone and it wont let me sign into my itunes account... thanks @Apple
686,Neutral,The official Kalifornia Cavi Mobil App is now available on the app store - powered by @Apple - Download it free http://t.co/HlGnvlRw
687,Neg,@apple your new Save a Version function in Pages is absolutely the most awful interrupting counter-intuitive piece of crap in the world
688,Neg,@nansen Man that sux! @apple io5 upgrade a total #fail for you!
689,Neg,@apple give me my apps back!!!
690,Neutral,#Win an @Apple iPod Touch from @Mommy_gaga get the @Pampers Hello World Baby Memories App! http://t.co/r0WYm1jX #PampersHelloApps
691,Neutral,If the iPhone 4 case fits the 4S why is @nlevenbrown @apple buying a new one?
692,Neg,Bummer!  My @Yahoo! iPad fantasy football app keeps crashing; not sure if it's the app or the new @apple iOS 5. Only two apps running.
693,Neutral,RT @ajrogers Purdie Rogers tribute to #SteveJobs and @apple. We spray painted the Macintosh Plus w.. http://t.co/AlDicTd1
694,Neutral,In honor of Steve Jobs. @apple #RIPSteve http://t.co/NyjhkNoU
695,Neg,Why doesn't @apple iCloud sync Stickies? They've always been around just nothing every progressed w/ them!! Why apple why?  @gruber
696,Pos,RT @tomkeene Thx @instagram Thx @apple #hypo #D-76 #tri-x http://t.co/BPPJwncp
697,Neutral,@leg3nd @apple the new iPhone?
698,Neg,Why is the new @apple iPhone OS duplicating all my iCal events? There's 2 of everything. How do I fix it? (tried turning iCloud off)
699,Neutral,@Apple's Success is Also #Google's Gain as #Mobile #Advertising Balloons http://t.co/0400ynQY
700,Pos,@iancollinsuk @apple I like what you did there...!
701,Neutral,@_courtneytaylor @apple did you get a 4S?
702,Neg,Hey @apple why can't I share a reminder list from my iPhone?Also why can't I login to the iCloud webpage to modify sharing from my phone?
703,Neutral,@msantram I want @apple to integrate Siri with @Quora.
704,Neutral,While the improvements in @Apple Mac OS 10.7 #Lion are great the full-screen implementation on 2 monitors is broken.
705,Neutral,@nascarwriter right where I left it last week... #iphone4S #Apple @Apple  http://t.co/ksJh8BAS
706,Neg,@apple I committed to your cloud storage iDisk and now it's raining :-( so soon no more iDisk.  Any plans for a new service for storage?
707,Pos,#10twitterpeopleiwouldliketomeet @coollike @TheGadgetShow  @thelittleappkid @Jon4Lakers @BenRubery @Apple @twitter @FXhomeHitFilm  (-2)
708,Neg,GAH. @apple iOS 5 opens text messages painfully slow on top of 3 restore attempts 2 succeed. Early adopterness gets better of me.
709,Neg,@Apple thank you for sucking so much. I cannot believe you would sell something online that isn't made
710,Pos,Said to have laid out the next 4 years @apple.Jobs last iPhone is 2012 not the iPhone4S. iPhone(4G/5) 2012 is magical! http://t.co/DxxklUBp
711,Neutral,So what is behind that giant silver door at the @apple store? #MacLife
712,Neg,@trisha_ps @iCloud is Cloudy. @apple tech not very techy.
713,Neutral,@apple no Siri support for Canada sucks #Siri but loving the new iPhone upgrade from my 3GS #iphone4s
714,Neutral,@apple y u run out of 64gb iPhone!? Now I have to settle for 32gb. Saved 100$ though(:#content
715,Neutral,Say no to 1000 things. What are you saying no to? 7 Rules of Success from Steve Jobs of @apple #prodmgmt #management #innovation
716,Pos,@apple has changed life.
717,Neutral,#Siri is kinda slow tho impressed it got my accent and commands first time out. @apple
718,Pos,Thx @instagram Thx @apple #hypo #D-76 #tri-x http://t.co/D7EeJHBT
719,Pos,I'm loving this new IOS5 update :) @apple
720,Neutral,The 'Great Tech War': @Apple @Facebook @Google @Amazon battle for the future http://t.co/sVu8cG1M via @fastcompany
721,Neg,I wish the Apple updater would stop trying to ram iTunes down my throat. I don't own a pissing iPhone @apple
722,Neutral,@mcp111 @apple @AppStore Why are you asking us? Apple don't read messages on Twitter... and Apple aren't @Apple either
723,Neutral,Video: SIRI also gets angry. http://t.co/tzigD99b  @chrisvoss @apple #apple #siri #iphone4S #Ai
724,Pos,RT @To1ne: .@apple thanks for fixing this... http://t.co/wTj1ogDO
725,Neg,I wish Siri could tweet for me . @apple fix that .
726,Neutral,@Blackberry -vs- @Apple iPhone?
727,Neutral,Bah! Genius BAR // RT @edatpost: .@Apple fan Eric Holder spotted at the Genius Store http://t.co/FTLttLPn
728,Neg,@apple is there a problem with iOS 5 that is preventing audio apps and audio functions from operating properly? I keep losing sound.
729,Neutral,I hope @apple will release an app for Siri for us non-apple 4s users. #apple #iphone #siri
730,Neg,My @Apple @macbook keyboard will not type :(
731,Pos,Love love love iOS 5!! @apple
732,Pos,dammit listening to siri is making me want to upgrade. well played @apple.
733,Neg,Wow. iCloud's mail is down. 1st the iOS 5 upgrade issues and now this. I really hope this isn't @apple without Steve Jobs.
734,Neg,@bisquiat @Apple the upgrade just slows down my phone so much it's stuck half the time. uch. thankfully no other damage. sucks for you :(
735,Neutral,.@Apple has a record quarter and because a bunch of professional guessers (aka analysts) wanted more its a disappointment #wtf
736,Neutral,I wish someone would gift me an unlocked iPhone 4s. #iPhone @Apple
737,Neutral,@Apple has a pic of Steve Jobs on their home page. #Honor
738,Neg,@Steelo254 yea! I pre-order through @apple and they sorry too just like #AT&T
739,Neg,Frustrated that I bought a new macbook pro from @apple only to find it doesnt ship with media! #expensivepaperweight
740,Neg,What's wrong with Siri today @apple
741,Neg,@AsimRang @apple @umber the desktop app is wack though
742,Neg,@Blackberry does take better quality photos than @Apple iPhone though. I give them that! #photograhersEye
743,Neutral,iPhone 4 S now RESERVATION only if you want to buy it in an @apple store tomorrow you have to reserve online after 9pm tonight
744,Neg,@apple your update server has been timing out for a week. i had to force a restore w/the new #iOS5 software. lost all my stuff. thanks!
745,Neutral,Upgrading my #iPad to #iOS5. When @Apple said it could take a couple of hours to install and restore it they weren't kidding.
746,Pos,RT @MattyRiesz: @kathrynyee You were right an iPhone is a must have. #addicted {WELCOME TO THE @APPLE CLUB}
747,Neg,Love @apple downloads. 4 hours and i-pad now wonky! #ripstevejobs #thenonsensepersists #neednewipadguide #fatfuckingchance
748,Neutral,How much do @Apples factories cost? | asymco http://t.co/GH0tvqMO
749,Neutral,dear invisible intern/assistant: please go pick up my computer from the @apple hospital so i can upgrade to iOS5. thanks!
750,Pos,making the switch from @Android to @Apple #iphone #iphone4S #smartphone #stevejobs (@ Apple Store) http://t.co/kj6pJvkH
751,Neutral,The iPhone update has segregated my contacts between iPhone users and non-iPhone users. They just had to call out those non-users @apple
752,Neutral,I wonder if @Apple OSX will get built-in @Twitter @support like iOS5. That would be very helpful at the moment.
753,Pos,I love @apple service . My case has cracked 3x and I go in and they hand me a case and I walk out
754,Neg,You can make photo albums in the Photos app with iOS 5 but can't password protect them? Um... @apple fix that. Quickly.
755,Neg,@Apple your service experience is really fucking slipping (except for cute eyelash batting girlies). (@ Apple Store) http://t.co/dOHDEnMg
756,Neutral,Waiting on line @Apple store at west 14th Street.
757,Neg,I just need to exchange a cord at the apple store why do I have to wait for a genius? @apple
758,Neutral,RT @hofmania: I just paid someone to wait in line at the @apple store this morning for me on @zaarly #putapriceonconvenience #iphone htt ...
759,Neutral,Easiest way to use Evernote with iPhone 4S Siri. Just tell Siri to Email Evernote and say your note. @evernote @apple #evernote #siri
760,Neutral,#California Governor @JerryBrown declares today #SteveJobsDay in his State. Music video tribute  http://t.co/mNr1HIx2 @mashable @cnet @apple
761,Neutral,@iphone4S  #IBM @apple iphone4s. Siri is not Watson @IBMWatson
762,Neutral,#IOS5  needed to include a landscape mode for reminders @Apple
763,Neutral,started out as a trip to the @apple store. turned into a spontaneous fun evening w @MolleyMoody. we danced while trying on outfits. #girls
764,Neg,Hmmmm a lot of #Siri features don't work in Canada. Location and directions? Seriously @apple come on!
765,Neg,I'm wit chu!! @ShayDiddy: Officially boycotting @ups!!! Calling @apple to curse them out next for using them wasting my time!
766,Neutral,Great Tech War of 2012 http://t.co/64jGRoBp @FastCompany profiles @Amazon @Apple @Google @Facebook on @CNBC /ht @philsimon
767,Pos,RT @PhillipRowntree: Just registered as an @apple developer... Here's hoping I can actually do it... Any help greatly appreciated!
768,Neutral,RT @robertoafelipe: @apple predicts #Siri in 1987 in video the video is staged for September 2011 http://t.co/tFNRP3MD
769,Neutral,@rjpittman Why you won't use your @apple account.
770,Neutral,@Apple Why do you have a volume control in the fast app switcher!? Buttons. Volume buttons. You have them. Give me a brightness slider! #wtf
771,Neutral,New Blog! http://t.co/ENCSF1Ju @VerizonWireless @Motorola @Google @Apple #Android #DroidBionic #iPhone4S #4GLTE
772,Neutral,Twitter buzz for Best Buy: http://t.co/9SesENTu - RT @acappellamedia OH: Sales guy @BestBuy: &quot;I'm not selling or using any @apple p...
773,Neutral,RT @Apple We destroying you next RT @therealterica: Duh #TeamAndroid RT @JuanHustle I got a feeling we living in the last days of Blackberry
774,Neutral,Great video @apple 1987 predicting tablets & a form of #siri at the end of this article RT @jedsinger: (cont) http://t.co/RDBeuCtt
775,Neg,@paulens It surprises me that @Apple throws up an error alert about authorizing and there's no Authorize this computer button.
776,Neg,@Apple #iOS5 on iPhone2 causes Camera apperature dilation problems & freeze.
777,Neutral,Video: SIRI also gets angry. http://t.co/Ku288WX6  @chrisvoss @apple #apple #siri #iphone4S #Ai
778,Neutral,@apple please bring back the old Siri app for us old school iPhone 3 users!
779,Pos,At the bus with my iPhone ;) thxx @apple
780,Neutral,Awesome documentary about how apple was created.. #stevejobs #apple @apple http://t.co/Qetk8ds2
781,Pos,From which companies do you experience the best customer service aside from @zappos and @apple?
782,Pos,I am crazy about #iOS5 . The photo cropping is the best! @apple
783,Neg,This. RT @bonkoif Looks like @Apple did not appropriately project the resources needed for Siri. Not very reliable
784,Neutral,@thejcurt unlocking it at @apple store. RIP Mr. Jobs.
785,Neutral,I want everybody on earth to iMessage me.  Is there anyway the world can iMessage me without giving them my phone number??? @Apple
786,Neg,It would be great If @Apple would send my new phone. #frustrated
787,Neutral,Yeah there's no @apple twitter account.
788,Neutral,Is at the @apple store waiting for a poorly iMac to be seen by a genius. Hopefully this will be painless. Not too bad in here.
789,Neg,@apple I'm still waiting for you to deliver my phone to @sprint
